cal_year,engine_cc,vehicle_value,age,ncd_level,gross_amount
2018,1343,38346,43,0,4914.920171
2022,600,19326,32,3,14788.79432
2022,600,19326,32,3,7461.590197
2024,600,19326,34,2,13440.10552
2018,1448,35881,56,3,52696.38289
2023,1448,35881,61,5,5356.158161
2021,600,10897,40,2,7525.191994
2018,600,14429,39,3,6346.707834
2018,966,27766,34,3,7902.523595
2020,993,20521,32,4,10418.79666
2018,600,12554,38,2,3332.047474
2021,600,12554,41,2,4112.123447
2021,600,9097,57,1,4872.036677
2022,600,9097,58,0,7968.282962
2022,600,9097,58,0,8019.262999
2022,898,27753,23,4,4983.450564
2016,600,14105,27,0,7935.890579
2017,600,14105,28,0,1404.66537
2021,600,21579,66,3,7776.55044
2017,1360,28521,35,2,34358.1984
2019,1360,28521,37,1,5553.683403
2021,1360,28521,39,1,3822.304374
2021,1360,28521,39,1,22372.07342
2019,1445,43628,22,4,2482.781059
2020,1445,43628,23,2,862.6847394
2017,1813,46464,54,2,5716.591966
2024,1813,46464,61,5,26592.46422
2022,600,12363,51,3,6265.638042
2022,600,10741,50,4,6102.83115
2022,600,10741,50,4,2323.56127
2024,600,10741,52,3,16706.77477
2024,600,21707,43,2,23611.1961
2017,3057,69152,30,3,5272.606139
2017,3057,69152,30,3,4395.728704
2017,3057,69152,30,3,3551.06422
2018,3057,69152,31,1,5104.624191
2019,3057,69152,32,0,32452.47547
2024,600,17862,49,2,20997.87148
2024,600,17862,49,2,5447.943544
2024,600,17862,49,2,7598.886502
2017,600,10848,21,0,126.7073002
2017,600,10848,21,0,8882.854559
2017,600,10848,21,0,945.1259039
2017,600,10848,21,0,22645.29758
2019,1268,35040,28,1,9810.706483
2024,600,12982,40,3,6856.755366
2024,600,12982,40,3,4832.312665
2023,600,5396,47,2,4725.043805
2024,600,5396,48,1,9613.250557
2018,965,29159,25,0,10195.51042
2021,600,17916,42,4,18688.00161
2021,1475,32337,38,1,12382.14751
2021,1475,32337,38,1,4302.492222
2022,1475,32337,39,0,15190.61429
2023,600,11799,36,1,34975.01129
2021,832,19458,47,5,11588.1632
2021,832,19458,47,5,17784.75144
2023,832,19458,49,4,26425.57285
2023,832,19458,49,4,5634.100686
2024,832,19458,50,3,5476.289468
2021,600,13231,23,2,10121.27607
2021,600,13231,23,2,2337.480638
2021,600,13231,23,2,4147.378056
2021,600,13231,23,2,6027.200172
2021,600,13231,23,2,1723.497742
2022,987,22223,52,5,10882.17965
2023,987,22223,53,3,2178.816612
2018,600,12156,41,0,10664.54522
2023,1892,43036,55,1,4914.977859
2022,600,14741,30,0,18269.34701
2022,600,14741,30,0,41475.08641
2023,600,14741,31,0,13588.70758
2024,600,11052,54,3,10462.87881
2023,600,17102,25,5,10040.61455
2024,600,17102,26,3,23993.01916
2024,600,17102,26,1,8486.046656
2019,600,12717,57,2,13309.11426
2017,600,18326,53,1,1669.085994
2019,1024,29227,32,3,11201.10826
2019,1024,29227,32,3,7816.185434
2021,1024,29227,34,2,8076.840645
2024,1024,29227,37,2,2593.898255
2024,1024,29227,37,2,11903.41595
2022,644,20613,42,3,12365.95782
2022,644,20613,42,3,1846.12579
2023,644,20613,43,1,1020.562662
2023,644,20613,43,1,11114.70254
2023,693,18141,31,4,6772.525823
2024,693,18141,32,2,10502.28606
2020,600,10904,44,5,6735.745405
2019,600,14510,37,1,7600.485381
2019,600,14510,37,1,7444.445914
2019,600,14510,37,1,9659.257998
2019,1079,23523,51,2,3550.911018
2022,1079,23523,54,2,24738.23406
2019,1184,30093,57,4,20495.97866
2020,948,26156,54,0,6789.721235
2017,632,12915,30,2,15576.30004
2019,632,12915,32,1,12281.36614
2019,632,12915,32,1,11058.20157
2019,632,12915,32,1,2537.592896
2022,632,12915,35,2,17649.33653
2024,958,23488,49,3,9965.618044
2019,600,15475,44,4,4597.141565
2021,668,15295,41,0,2694.149184
2021,668,15295,41,0,14681.90982
2019,1913,49261,53,2,6411.226246
2018,2371,53531,25,2,2811.917964
2019,2371,53531,26,0,27123.55677
2019,2371,53531,26,0,4805.945316
2019,2371,53531,26,0,9269.560413
2020,2371,53531,27,0,18500.30545
2021,2371,53531,28,0,3740.302197
2022,2371,53531,29,0,14094.35644
2022,2371,53531,29,0,15881.16319
2024,2371,53531,31,1,9799.090866
2019,737,21346,34,1,5527.663143
2020,737,21346,35,0,12253.14701
2024,733,18585,61,5,8300.261387
2018,600,14132,41,0,7495.851598
2016,1485,43336,32,0,3972.281697
2017,979,20617,59,2,9004.30168
2019,600,11502,32,2,7050.755278
2021,600,11502,34,1,16424.93923
2023,600,11502,36,1,6191.997827
2023,600,11502,36,1,17208.00973
2018,600,16318,49,3,9735.699915
2018,600,16318,49,3,5593.326916
2021,600,8603,63,1,7942.01694
2023,600,8603,65,1,25088.49333
2020,600,13640,55,0,2791.663731
2023,802,21231,63,3,4586.066614
2021,2924,69843,30,5,4658.292544
2021,2924,69843,30,5,8928.269081
2024,2924,69843,33,5,12298.63437
2024,2924,69843,33,5,26664.662
2024,2924,69843,33,5,3543.717533
2022,1087,21385,38,1,35576.0837
2021,600,18426,50,5,5853.957942
2016,1099,23896,25,1,12402.52699
2016,1099,23896,25,1,13606.98234
2017,1099,23896,26,0,13695.61024
2024,1262,29144,32,4,13758.57147
2024,1262,29144,32,4,29661.29686
2024,1262,29144,32,4,8793.310663
2018,600,18554,20,3,17141.70137
2024,600,18554,26,3,20511.57729
2018,600,10212,30,0,5176.72579
2020,600,10212,32,1,5377.728879
2021,600,10212,33,0,8948.917069
2016,600,10426,36,0,2035.701026
2018,600,10426,38,1,7303.469191
2021,2485,53186,42,3,25681.98611
2023,2485,53186,44,2,66197.13766
2024,600,11408,50,3,5761.302607
2022,600,8996,41,2,6210.687329
2022,600,8996,41,2,5318.693239
2023,600,11755,32,3,58760.09564
2022,878,21753,58,4,5460.606322
2020,600,15574,35,2,19344.23272
2021,600,15795,25,2,11128.59909
2019,654,16986,51,2,1415.066325
2020,654,16986,52,0,6157.793349
2021,600,11214,42,2,9162.92957
2021,2762,60200,24,0,3610.285792
2021,2762,60200,24,0,32486.60458
2022,2762,60200,25,0,13414.87636
2023,2762,60200,26,0,5104.824715
2021,2007,53946,51,3,9911.766118
2022,2007,53946,52,1,3036.772801
2017,824,17933,39,2,4979.879482
2019,824,17933,41,1,19999.25878
2020,824,17933,42,0,32490.10637
2019,602,10452,26,3,5800.398973
2020,602,10452,27,1,9551.271106
2022,668,18029,66,5,1215.202621
2018,964,21830,45,0,11097.24173
2022,964,21830,49,3,9596.39775
2023,896,17870,61,3,1411.030461
2024,676,18642,44,4,18382.23978
2023,600,12575,31,2,6089.580381
2023,600,12575,31,2,6779.558839
2022,602,13668,44,1,2054.622945
2022,602,13668,44,1,5742.280026
2021,600,15214,41,2,11134.64094
2021,600,15214,41,2,15240.87154
2022,600,15214,42,0,7465.696321
2024,600,15214,44,1,6686.402007
2016,1335,36639,30,0,2297.030595
2021,600,11006,38,0,11103.38744
2022,600,11006,39,0,13374.13683
2024,1465,39646,48,5,12344.65727
2018,600,8498,45,3,8635.425501
2023,2035,44986,25,2,8859.522201
2023,2035,44986,25,2,5519.734014
2021,744,18944,52,3,18373.37589
2021,600,14708,50,1,18085.52485
2020,2219,58436,65,3,13419.40695
2022,2219,58436,67,2,9434.19378
2022,1489,28212,24,1,2745.049553
2022,600,11567,45,2,27485.38054
2019,600,13566,56,3,2226.587638
2021,600,12238,64,1,30507.01115
2024,600,12238,67,2,35566.02804
2022,1085,27634,56,2,3976.110659
2018,600,13627,43,3,7716.466973
2019,600,13627,44,1,12737.62035
2024,1071,37141,36,4,31673.94752
2017,912,23278,27,2,3587.610416
2017,912,23278,27,2,3725.151539
2018,600,8556,23,2,15157.41133
2019,600,8556,24,0,41521.94584
2021,600,19048,42,2,10324.01149
2021,600,19048,42,2,1903.914883
2017,600,12337,26,2,4872.644492
2018,600,12337,27,0,5873.685891
2019,1356,46708,52,1,12953.47969
2022,600,15750,27,1,4573.105259
2024,600,9797,49,2,13314.57281
2024,1366,30867,36,1,25025.61335
2021,600,12621,42,0,1371.205425
2024,600,12621,45,2,1203.747166
2024,1144,26603,49,5,4552.929855
2023,600,10635,43,1,14074.42033
2024,600,10635,44,0,10581.85288
2023,600,14894,39,3,17169.79949
2023,600,14635,25,1,11897.42578
2023,600,14635,25,1,12566.64734
2024,600,14635,26,0,3167.214354
2022,3739,87328,54,2,31725.65808
2018,600,17702,40,2,1531.945379
2017,974,29637,51,2,12727.01876
2017,1530,37556,35,2,15044.11595
2021,1530,37556,39,3,7960.696858
2020,600,9196,43,2,3742.248619
2018,600,14281,34,1,21392.61441
2018,600,14281,34,1,9375.738477
2022,600,14281,38,3,9488.854774
2020,913,24689,45,3,4481.271332
2021,600,21359,38,3,11745.78988
2019,1736,42457,46,2,9384.989261
2022,1573,32420,38,0,5488.456347
2024,1573,32420,40,1,9117.953659
2024,1573,32420,40,1,16208.90037
2022,3123,64052,47,2,7791.156945
2024,856,23085,37,3,10463.54675
2023,600,9746,62,2,2541.681699
2024,600,9746,63,0,15445.93103
2024,2483,53552,37,4,13996.47289
2024,651,19211,53,5,7473.083059
2024,672,18013,30,5,4511.889754
2023,1209,24713,50,1,50613.16842
2020,600,8880,38,2,2455.360311
2021,1241,32769,66,2,3858.071764
2022,1241,32769,67,0,12297.67331
2023,1241,32769,68,0,10486.86005
2017,1526,35023,32,2,9266.441472
2021,758,20118,37,3,15718.37017
2022,758,20118,38,1,21334.23595
2022,600,10462,35,3,7259.72907
2023,600,10462,36,1,4730.381741
2024,600,10462,37,0,3650.491019
2021,1339,35549,32,1,11938.85359
2021,1339,35549,32,1,2754.257662
2022,1339,35549,33,0,10444.50216
2023,1339,35549,34,0,26240.89247
2024,1339,35549,35,0,3911.459975
2019,835,21809,43,5,94694.3881
2020,835,21809,44,3,3087.352686
2020,600,13210,27,1,6152.04542
2022,600,13210,29,1,1659.268568
2023,600,13210,30,0,11142.79722
2023,600,13210,30,0,3647.654341
2019,1455,39337,54,5,15529.21424
2019,1455,39337,54,5,9462.777913
2016,600,10609,49,1,7758.037926
2024,600,11563,35,2,10126.53467
2017,600,12870,52,2,8040.043529
2022,1459,34923,61,4,7695.942647
2022,600,8528,40,2,4291.544622
2023,600,8528,41,0,2589.550998
2023,600,8528,41,0,4824.78014
2023,600,8528,41,0,23985.10301
2022,600,9419,27,1,67096.10894
2023,600,9419,28,0,6280.836041
2023,600,9419,28,0,15967.63401
2024,600,13503,31,3,7685.65708
2018,609,16523,51,3,24048.30899
2022,821,23459,52,1,18479.94259
2017,600,12628,28,3,14587.76689
2019,600,15986,21,1,37001.83663
2020,600,15986,22,0,8257.174767
2020,600,15986,22,0,5230.789324
2020,600,15986,22,0,17305.00086
2020,600,15986,22,0,15390.25737
2021,600,15986,23,0,7837.840268
2023,600,15986,25,1,15260.37208
2023,600,15986,25,1,4550.094823
2023,600,15986,25,1,17733.51785
2024,600,15986,26,0,4709.465191
2024,600,13036,50,4,3065.350976
2020,600,15717,40,2,26434.45839
2017,600,13318,46,0,12062.78426
2019,600,7811,45,3,28679.8626
2024,600,7811,50,5,7286.36198
2023,600,19055,45,1,6602.597076
2024,600,19055,46,0,3049.803385
2023,1083,30470,65,5,14883.77872
2017,730,19108,50,1,37436.9158
2019,730,19108,52,1,7438.688817
2021,730,19108,54,1,3321.83977
2023,730,19108,56,1,14520.81477
2021,600,15560,28,0,3854.873008
2022,600,15560,29,0,12837.77519
2018,600,15118,43,2,19016.31054
2018,600,15118,43,2,4665.202977
2019,600,15118,44,0,15488.41138
2021,600,15118,46,1,6015.340891
2024,646,16663,57,2,11986.60467
2022,600,14664,33,5,3965.294271
2023,600,14664,34,3,5649.67363
2020,1150,22985,39,2,20826.22456
2020,600,18314,39,5,15160.1414
2023,897,19716,58,5,5148.546162
2023,897,19716,58,5,8566.367809
2022,600,10155,35,2,26997.44903
2022,600,10155,35,2,48837.52074
2022,600,10155,35,2,28192.62717
2022,668,18839,28,1,5690.703048
2022,668,18839,28,1,5416.447092
2020,600,14833,52,3,5501.635978
2016,804,20574,53,1,12962.25725
2023,804,20574,60,2,2194.163323
2020,2039,59574,42,2,17774.24813
2023,2039,59574,45,2,19431.31793
2021,600,16043,26,1,17228.05836
2021,600,16043,26,1,11108.54896
2022,600,16043,27,0,15110.06407
2022,600,16043,27,0,9740.139141
2021,600,12100,46,2,9740.177194
2017,600,11885,47,2,5840.699449
2024,607,17629,28,1,13673.0481
2024,607,17629,28,1,16947.50123
2018,605,19420,40,3,17254.56489
2022,600,14684,41,1,6782.332281
2021,600,16393,53,5,5666.658669
2021,600,14490,43,5,9013.927543
2022,600,14490,44,3,20451.11954
2016,1127,23826,27,1,6544.687628
2016,1127,23826,27,1,21734.02925
2017,1127,23826,28,0,12285.00237
2017,1127,23826,28,0,11599.06108
2020,620,6869,27,3,16294.48133
2024,620,6869,31,4,10535.30295
2019,600,8427,44,2,4950.008316
2024,600,8427,49,4,10317.07755
2024,600,12631,34,5,6739.513363
2022,625,10368,56,3,3283.143627
2022,600,10927,56,3,15545.46173
2016,600,15795,47,1,10152.46301
2020,652,14082,32,1,4089.393422
2017,600,11272,48,3,9994.288946
2022,600,15201,67,2,6153.68793
2021,600,9917,56,3,1241.189854
2018,1532,32996,39,3,7303.367535
2018,1532,32996,39,3,13102.44909
2023,600,10664,43,2,6050.637149
2024,600,10664,44,0,25008.59803
2018,745,21505,28,1,23520.6607
2018,745,21505,28,1,7230.828932
2019,745,21505,29,0,7812.575516
2019,600,10321,44,2,8237.234268
2024,759,15908,30,2,7298.293541
2024,759,15908,30,2,10281.06061
2023,1697,39411,55,3,21554.39344
2024,1697,39411,56,1,19020.71299
2023,882,19465,42,4,11058.8202
2018,600,14137,46,1,12545.26029
2024,600,14887,32,2,255.1397002
2024,621,21618,27,2,11344.76985
2024,600,16458,41,1,5765.965719
2021,600,14491,43,3,33728.73688
2023,600,14491,45,2,25747.62164
2023,600,14491,45,2,18010.17892
2020,600,19610,31,2,23280.51878
2020,2141,47212,29,4,8442.01356
2021,2141,47212,30,2,18391.96428
2024,2141,47212,33,2,27497.36255
2024,600,15931,52,5,6789.966387
2017,600,11350,64,1,6743.308907
2017,600,11350,64,1,13434.02904
2018,600,11350,65,0,7636.528942
2021,600,11350,68,2,34143.25546
2023,600,11350,70,0,2710.049714
2023,600,11350,70,0,9715.613005
2024,600,11016,32,3,16592.53575
2024,600,11016,32,3,16120.41108
2021,1657,39033,46,4,4156.332133
2020,600,10282,33,2,12297.1615
2020,600,10282,33,2,2898.447963
2022,600,10282,35,1,7530.612654
2019,600,12026,46,4,48938.9348
2020,600,12026,47,2,6576.234928
2021,600,12026,48,0,6121.187726
2022,2001,50254,49,4,56422.14404
2023,2001,50254,50,2,44442.07137
2022,600,10871,44,3,7779.293358
2024,600,10871,46,2,14284.68524
2017,600,18940,73,2,6037.602945
2017,600,18940,73,2,534.6841988
2019,941,30930,41,2,25423.43868
2019,600,11336,33,1,11584.55263
2024,870,22672,29,5,9429.13702
2024,870,22672,29,5,13667.29715
2024,870,22672,29,5,18269.35293
2024,870,22672,29,5,1716.334613
2023,3221,76590,42,3,40278.22134
2024,788,15807,40,4,7645.001764
2024,788,15807,40,4,8215.7835
2024,600,13382,39,2,5856.557057
2024,1414,33740,58,3,15598.29002
2024,600,15010,58,1,15262.0422
2022,3093,65000,47,2,2616.124844
2024,3093,65000,49,2,3683.183685
2024,3093,65000,49,2,8995.308194
2020,1417,36430,30,0,29934.08107
2023,1417,36430,33,2,25305.85131
2016,1291,31650,31,0,22780.17483
2018,1291,31650,33,1,30089.04162
2019,1291,31650,34,0,12601.35636
2020,794,23120,55,1,35785.07987
2020,794,23120,55,1,7271.750176
2024,1281,34244,46,1,17173.62963
2024,1281,34244,46,1,14361.93431
2021,600,7970,48,2,6706.874421
2021,3607,82963,68,3,10088.51322
2024,3607,82963,71,2,29339.59905
2020,600,12793,42,3,16913.66704
2024,600,11860,27,1,8067.275871
2022,910,20516,45,4,16587.53796
2023,600,13066,47,5,10147.42693
2018,1342,32053,47,3,6207.019559
2017,600,12552,45,0,7262.058214
2017,600,12552,45,0,5359.841716
2024,600,12552,52,5,6642.749972
2018,600,13795,61,1,6146.429817
2024,3897,89074,44,2,13263.61386
2024,3897,89074,44,2,358.5981015
2022,600,14158,48,3,5635.01733
2017,1703,44434,53,2,15593.16212
2018,1703,44434,54,0,10579.7755
2024,1153,29013,67,4,9412.069504
2024,1153,29013,67,4,9435.787804
2024,1074,27664,44,2,10844.02752
2022,1917,44044,42,2,3797.955785
2023,1917,44044,43,0,2743.414721
2023,1917,44044,43,0,5241.843249
2019,600,10553,23,2,5813.342305
2019,600,10553,23,2,4271.944736
2020,600,10553,24,0,7331.317996
2021,600,10553,25,0,1054.623906
2021,600,10553,25,0,1394.829556
2024,600,10553,28,2,3768.276976
2024,600,14753,44,1,4535.498891
2023,600,8988,38,2,9503.352943
2024,600,8988,39,0,38621.20058
2024,600,8988,39,0,9434.478628
2022,804,36004,31,5,15796.20298
2019,600,11169,47,1,6033.235316
2019,600,14671,47,2,13797.19013
2020,600,14671,48,0,5228.099803
2022,600,14671,50,1,14223.62585
2022,600,14671,50,1,14981.22964
2024,600,14070,54,2,15590.62387
2017,600,10092,43,2,711.3359831
2018,600,10092,44,0,10291.45361
2022,600,10092,48,3,3644.205637
2023,926,21182,51,4,16000.63538
2024,600,14148,39,2,9491.514591
2021,2094,45661,65,4,5342.558054
2020,600,13308,55,4,9768.956954
2021,600,13308,56,2,2484.093231
2024,3105,77875,30,5,17272.77945
2024,3105,77875,30,5,45005.66339
2023,600,14456,46,2,11385.99584
2020,4044,93884,49,0,33183.75081
2022,4044,93884,51,1,10116.32084
2022,4044,93884,51,1,4839.268502
2024,600,13302,72,2,29385.2979
2024,600,13302,72,2,7745.318117
2023,600,11480,43,1,15836.55011
2022,1027,29635,48,1,7608.463573
2022,1027,29635,48,1,1491.64484
2023,600,15101,38,3,14454.25928
2024,600,15101,39,1,17441.18131
2024,600,15101,39,1,5352.731088
2023,600,8232,53,5,8165.077143
2023,600,8232,53,5,10968.70663
2023,600,13358,50,2,14762.03617
2018,1148,40081,55,4,2381.482148
2021,1148,40081,58,4,5331.368408
2022,1148,40081,59,2,26321.9692
2022,600,15971,48,2,4844.384818
2018,600,8876,33,2,6754.049381
2018,600,8876,33,2,3443.179397
2018,600,8876,33,2,1655.285032
2021,600,8876,36,2,2641.648682
2021,1358,36617,34,5,10620.59746
2022,1358,36617,35,3,14125.72217
2023,1358,36617,36,1,6651.626671
2020,3615,83468,58,2,84985.09659
2020,3615,83468,58,2,18864.25901
2024,600,8628,29,2,866.274746
2022,3110,72153,39,4,40855.31697
2024,3110,72153,41,3,37773.99513
2024,600,12278,58,5,6057.454335
2024,600,10414,46,0,19645.48515
2019,1262,31253,62,3,7512.500344
2019,1262,31253,62,3,2845.375489
2024,1017,29240,73,4,310.6612054
2024,1017,29240,73,2,3353.454293
2018,719,20110,67,3,11110.87187
2022,688,22650,41,5,26097.42017
2022,688,22650,41,5,19657.29285
2023,688,22650,42,3,10213.53806
2024,961,16876,52,1,3634.446865
2022,3058,63184,30,1,7055.853358
2022,3058,63184,30,1,8879.792586
2018,600,12589,19,1,1350.233657
2018,600,12589,19,1,6308.301682
2018,600,12589,19,1,8677.674243
2018,600,12589,19,1,2970.825035
2019,600,12589,20,0,6269.923781
2019,600,12589,20,0,2735.137162
2020,600,11648,31,1,20696.86937
2020,601,14403,52,5,10043.20999
2021,601,14403,53,3,5046.880746
2022,600,14490,38,1,18335.54226
2019,600,10717,35,2,23231.57376
2021,600,10717,37,1,7063.526791
2022,1476,33453,27,2,12985.43824
2024,1476,33453,29,1,18530.22289
2020,1336,33529,34,2,8264.738221
2020,1336,33529,34,2,1974.69199
2020,1336,33529,34,2,18392.5142
2020,1336,33529,34,2,7412.296643
2021,1336,33529,35,0,3889.578066
2022,1992,52454,75,2,36641.05301
2023,760,26971,32,2,21327.34947
2018,600,15380,30,0,64430.47577
2023,3650,85141,49,5,8917.514636
2020,646,11356,22,2,7412.177664
2021,646,11356,23,0,8956.846291
2021,646,11356,23,0,7778.831194
2021,646,11356,23,0,7430.976132
2022,600,19115,34,3,255.5892921
2022,600,19115,34,3,13665.87414
2022,600,19115,34,3,16224.29369
2021,896,23113,25,3,13648.55415
2017,1647,38497,46,2,10123.18522
2018,710,17115,43,1,15845.23861
2018,710,17115,43,1,7966.823007
2019,600,15999,63,4,1214.484804
2019,600,15999,63,4,8733.564236
2020,600,15999,64,2,2135.811189
2023,4357,90000,57,5,48367.92884
2024,4357,90000,58,4,3468.913829
2020,600,11575,36,1,5674.056501
2023,1099,30402,54,2,20429.89573
2024,1099,30402,55,0,18880.89764
2021,600,12016,57,3,7272.404432
2019,600,11779,57,0,13733.4512
2021,600,11779,59,1,10037.21715
2021,1533,43284,59,2,3925.145694
2022,600,14153,63,1,16622.76635
2019,600,14046,52,3,23205.1044
2024,600,14046,57,5,13721.56038
2024,1067,28898,45,3,32543.68079
2017,600,8612,19,1,2489.368724
2018,600,8612,20,0,15003.8559
2019,600,8612,21,0,17520.3754
2019,600,8612,21,0,3846.539952
2021,600,8612,23,1,7212.209784
2021,600,8612,23,1,5299.492866
2021,600,8612,23,1,6650.363486
2021,600,8612,23,1,3119.81934
2022,600,8612,24,0,22005.00405
2020,974,17134,39,3,14131.1633
2020,974,17134,39,3,1139.645282
2019,815,22265,45,3,4505.493331
2022,815,22265,48,1,10363.12736
2022,815,22265,48,1,6561.183518
2022,692,23334,26,3,11157.68354
2020,687,9306,39,4,12594.40647
2021,1100,29829,53,3,5241.966662
2022,600,11180,43,5,4506.375621
